"";"Ano";"Codigo_Estacao";"Precipitacao_na_count";"Precipitacao_total_count";"Precipitacao_percentage_na";"Temperatura_minima_na_count";"Temperatura_minima_total_count";"Temperatura_minima_percentage_na";"Temperatura_maxima_na_count";"Temperatura_maxima_total_count";"Temperatura_maxima_percentage_na";"Nome";"Latitude";"Longitude";"Altitude";"Situacao";"Data Inicial";"Data Final";"Periodicidade da Medicao";"Tipo";"id"
"106";2007;"82799";365;365;100;365;365;100;365;365;100;"GOIANA";"-7.55";"-34.98";11;"Desativada";1985-01-01;2024-05-31;"Diaria";"Convencional";"-7.55 -34.98 2007"
"107";2007;"82886";31;365;8,49;30;365;8,22;30;365;8,22;"CABROBO";"-8.50388888";"-39.31527777";342,78;"Operante";1985-01-01;2024-05-31;"Diaria";"Convencional";"-8.50388888 -39.31527777 2007"
"108";2007;"82890";35;365;9,59;35;365;9,59;35;365;9,59;"ARCO VERDE";"-8.4336111";"-37.05527777";683,91;"Operante";1985-01-01;2024-05-31;"Diaria";"Convencional";"-8.4336111 -37.05527777 2007"
"109";2007;"82892";0;365;0;0;365;0;0;365;0;"PESQUEIRA";"-8.370701";"-36.707812";643,38;"Desativada";1985-01-01;2015-11-18;"Diaria";"Convencional";"-8.370701 -36.707812 2007"
"110";2007;"82893";11;365;3,01;6;365;1,64;6;365;1,64;"GARANHUNS";"-8.91083333";"-36.49333333";827,78;"Fechada";1985-01-01;2022-11-11;"Diaria";"Convencional";"-8.91083333 -36.49333333 2007"
"111";2007;"82897";365;365;100;365;365;100;365;365;100;"TAPACURA";"-8.17";"-35.18";102;"Desativada";1985-01-01;2024-05-31;"Diaria";"Convencional";"-8.17 -35.18 2007"
"112";2007;"82898";365;365;100;365;365;100;365;365;100;"OLINDA";"-8.02";"-34.85";55;"Desativada";1985-01-01;2024-05-31;"Diaria";"Convencional";"-8.02 -34.85 2007"
"113";2007;"82900";0;365;0;4;365;1,1;4;365;1,1;"RECIFE (CURADO)";"-8.05916666";"-34.95916666";11,3;"Fechada";1985-01-01;2020-08-31;"Diaria";"Convencional";"-8.05916666 -34.95916666 2007"
"114";2007;"82983";0;365;0;1;365;0,27;1;365;0,27;"PETROLINA";"-9.3886111";"-40.52333332";372,54;"Operante";1985-01-01;2024-05-31;"Diaria";"Convencional";"-9.3886111 -40.52333332 2007"
"115";2007;"A301";11;365;3,01;7;365;1,92;7;365;1,92;"RECIFE";"-8.05916666";"-34.95916666";11,3;"Desativada";2004-12-21;2021-11-11;"Diaria";"Automatica";"-8.05916666 -34.95916666 2007"
"116";2007;"A307";19;365;5,21;4;365;1,1;4;365;1,1;"PETROLINA";"-9.38833333";"-40.52333332";372,72;"Operante";2003-02-20;2024-05-31;"Diaria";"Automatica";"-9.38833333 -40.52333332 2007"
"117";2007;"A309";1;365;0,27;0;365;0;0;365;0;"ARCO VERDE";"-8.4336111";"-37.05555555";683,95;"Operante";2004-11-19;2024-05-31;"Diaria";"Automatica";"-8.4336111 -37.05555555 2007"
"118";2007;"A322";56;178;31,46;50;178;28,09;50;178;28,09;"GARANHUNS";"-8.91083333";"-36.49333333";827,78;"Operante";2007-07-07;2024-05-31;"Diaria";"Automatica";"-8.91083333 -36.49333333 2007"
"119";2007;"A329";8;120;6,67;7;120;5,83;7;120;5,83;"CABROBO";"-8.50388888";"-39.31527777";342,74;"Operante";2007-09-03;2024-05-31;"Diaria";"Automatica";"-8.50388888 -39.31527777 2007"
"120";2007;"A341";42;42;100;37;42;88,1;37;42;88,1;"CARUARU";"-8.36527777";"-36.02833332";852;"Operante";2007-11-20;2024-05-31;"Diaria";"Automatica";"-8.36527777 -36.02833332 2007"
"121";2008;"82753";30;366;8,2;363;366;99,18;363;366;99,18;"OURICURI";"-7.87944443";"-40.09194444";462,01;"Operante";1985-01-01;2024-05-31;"Diaria";"Convencional";"-7.87944443 -40.09194444 2008"
"122";2008;"82781";366;366;100;366;366;100;366;366;100;"NAZARE DA MATA";"-7.73";"-35.25";87;"Desativada";1985-01-01;2024-05-31;"Diaria";"Convencional";"-7.73 -35.25 2008"
"123";2008;"82789";1;366;0,27;0;366;0;0;366;0;"TRIUNFO";"-7.82972221";"-38.12222221";1105;"Fechada";1985-01-01;2018-03-28;"Diaria";"Convencional";"-7.82972221 -38.12222221 2008"
"124";2008;"82797";0;366;0;1;366;0,27;1;366;0,27;"SURUBIM";"-7.839628";"-35.801056";421,44;"Operante";1985-01-01;2024-05-31;"Diaria";"Convencional";"-7.839628 -35.801056 2008"
"125";2008;"82799";366;366;100;366;366;100;366;366;100;"GOIANA";"-7.55";"-34.98";11;"Desativada";1985-01-01;2024-05-31;"Diaria";"Convencional";"-7.55 -34.98 2008"
"126";2008;"82886";34;366;9,29;35;366;9,56;35;366;9,56;"CABROBO";"-8.50388888";"-39.31527777";342,78;"Operante";1985-01-01;2024-05-31;"Diaria";"Convencional";"-8.50388888 -39.31527777 2008"
"127";2008;"82890";38;366;10,38;40;366;10,93;40;366;10,93;"ARCO VERDE";"-8.4336111";"-37.05527777";683,91;"Operante";1985-01-01;2024-05-31;"Diaria";"Convencional";"-8.4336111 -37.05527777 2008"
"128";2008;"82892";98;366;26,78;98;366;26,78;98;366;26,78;"PESQUEIRA";"-8.370701";"-36.707812";643,38;"Desativada";1985-01-01;2015-11-18;"Diaria";"Convencional";"-8.370701 -36.707812 2008"
"129";2008;"82893";7;366;1,91;191;366;52,19;191;366;52,19;"GARANHUNS";"-8.91083333";"-36.49333333";827,78;"Fechada";1985-01-01;2022-11-11;"Diaria";"Convencional";"-8.91083333 -36.49333333 2008"
"130";2008;"82897";366;366;100;366;366;100;366;366;100;"TAPACURA";"-8.17";"-35.18";102;"Desativada";1985-01-01;2024-05-31;"Diaria";"Convencional";"-8.17 -35.18 2008"
"131";2008;"82898";366;366;100;366;366;100;366;366;100;"OLINDA";"-8.02";"-34.85";55;"Desativada";1985-01-01;2024-05-31;"Diaria";"Convencional";"-8.02 -34.85 2008"
"132";2008;"82900";0;366;0;2;366;0,55;2;366;0,55;"RECIFE (CURADO)";"-8.05916666";"-34.95916666";11,3;"Fechada";1985-01-01;2020-08-31;"Diaria";"Convencional";"-8.05916666 -34.95916666 2008"
"133";2008;"82983";0;366;0;67;366;18,31;67;366;18,31;"PETROLINA";"-9.3886111";"-40.52333332";372,54;"Operante";1985-01-01;2024-05-31;"Diaria";"Convencional";"-9.3886111 -40.52333332 2008"
"134";2008;"A301";191;366;52,19;175;366;47,81;175;366;47,81;"RECIFE";"-8.05916666";"-34.95916666";11,3;"Desativada";2004-12-21;2021-11-11;"Diaria";"Automatica";"-8.05916666 -34.95916666 2008"
"135";2008;"A307";95;366;25,96;13;366;3,55;13;366;3,55;"PETROLINA";"-9.38833333";"-40.52333332";372,72;"Operante";2003-02-20;2024-05-31;"Diaria";"Automatica";"-9.38833333 -40.52333332 2008"
"136";2008;"A309";0;366;0;0;366;0;0;366;0;"ARCO VERDE";"-8.4336111";"-37.05555555";683,95;"Operante";2004-11-19;2024-05-31;"Diaria";"Automatica";"-8.4336111 -37.05555555 2008"
"137";2008;"A322";1;366;0,27;0;366;0;0;366;0;"GARANHUNS";"-8.91083333";"-36.49333333";827,78;"Operante";2007-07-07;2024-05-31;"Diaria";"Automatica";"-8.91083333 -36.49333333 2008"
"138";2008;"A328";3;299;1;2;299;0,67;2;299;0,67;"SURUBIM";"-7.83972221";"-35.80111111";421,44;"Operante";2008-03-08;2024-05-31;"Diaria";"Automatica";"-7.83972221 -35.80111111 2008"
"139";2008;"A329";1;366;0,27;0;366;0;0;366;0;"CABROBO";"-8.50388888";"-39.31527777";342,74;"Operante";2007-09-03;2024-05-31;"Diaria";"Automatica";"-8.50388888 -39.31527777 2008"
"140";2008;"A341";52;366;14,21;25;366;6,83;25;366;6,83;"CARUARU";"-8.36527777";"-36.02833332";852;"Operante";2007-11-20;2024-05-31;"Diaria";"Automatica";"-8.36527777 -36.02833332 2008"
"141";2008;"A349";3;80;3,75;3;80;3,75;3;80;3,75;"IBIMIRIM";"-8.50944444";"-37.71166666";434,23;"Pane";2008-10-13;2024-05-31;"Diaria";"Automatica";"-8.50944444 -37.71166666 2008"
"142";2008;"A350";128;177;72,32;69;177;38,98;69;177;38,98;"SERRA TALHADA";"-7.95416666";"-38.29499999";499,02;"Operante";2008-07-08;2024-05-31;"Diaria";"Automatica";"-7.95416666 -38.29499999 2008"
"143";2008;"A351";5;109;4,59;5;109;4,59;5;109;4,59;"FLORESTA";"-8.59888888";"-38.58416666";327,42;"Operante";2008-09-14;2024-05-31;"Diaria";"Automatica";"-8.59888888 -38.58416666 2008"
"144";2008;"A357";21;120;17,5;21;120;17,5;21;120;17,5;"PALMARES";"-8.66666666";"-35.56805554";164,01;"Operante";2008-09-03;2024-05-31;"Diaria";"Automatica";"-8.66666666 -35.56805554 2008"
"145";2009;"82753";0;365;0;180;365;49,32;180;365;49,32;"OURICURI";"-7.87944443";"-40.09194444";462,01;"Operante";1985-01-01;2024-05-31;"Diaria";"Convencional";"-7.87944443 -40.09194444 2009"
"146";2009;"82781";365;365;100;365;365;100;365;365;100;"NAZARE DA MATA";"-7.73";"-35.25";87;"Desativada";1985-01-01;2024-05-31;"Diaria";"Convencional";"-7.73 -35.25 2009"
"147";2009;"82789";1;365;0,27;0;365;0;0;365;0;"TRIUNFO";"-7.82972221";"-38.12222221";1105;"Fechada";1985-01-01;2018-03-28;"Diaria";"Convencional";"-7.82972221 -38.12222221 2009"
"148";2009;"82797";0;365;0;0;365;0;0;365;0;"SURUBIM";"-7.839628";"-35.801056";421,44;"Operante";1985-01-01;2024-05-31;"Diaria";"Convencional";"-7.839628 -35.801056 2009"
"149";2009;"82799";365;365;100;365;365;100;365;365;100;"GOIANA";"-7.55";"-34.98";11;"Desativada";1985-01-01;2024-05-31;"Diaria";"Convencional";"-7.55 -34.98 2009"
"150";2009;"82886";30;365;8,22;29;365;7,95;29;365;7,95;"CABROBO";"-8.50388888";"-39.31527777";342,78;"Operante";1985-01-01;2024-05-31;"Diaria";"Convencional";"-8.50388888 -39.31527777 2009"
"151";2009;"82890";103;365;28,22;103;365;28,22;103;365;28,22;"ARCO VERDE";"-8.4336111";"-37.05527777";683,91;"Operante";1985-01-01;2024-05-31;"Diaria";"Convencional";"-8.4336111 -37.05527777 2009"
"152";2009;"82892";0;365;0;0;365;0;0;365;0;"PESQUEIRA";"-8.370701";"-36.707812";643,38;"Desativada";1985-01-01;2015-11-18;"Diaria";"Convencional";"-8.370701 -36.707812 2009"
"153";2009;"82893";16;365;4,38;212;365;58,08;212;365;58,08;"GARANHUNS";"-8.91083333";"-36.49333333";827,78;"Fechada";1985-01-01;2022-11-11;"Diaria";"Convencional";"-8.91083333 -36.49333333 2009"
"154";2009;"82897";365;365;100;365;365;100;365;365;100;"TAPACURA";"-8.17";"-35.18";102;"Desativada";1985-01-01;2024-05-31;"Diaria";"Convencional";"-8.17 -35.18 2009"
"155";2009;"82898";365;365;100;365;365;100;365;365;100;"OLINDA";"-8.02";"-34.85";55;"Desativada";1985-01-01;2024-05-31;"Diaria";"Convencional";"-8.02 -34.85 2009"
"156";2009;"82900";0;365;0;2;365;0,55;2;365;0,55;"RECIFE (CURADO)";"-8.05916666";"-34.95916666";11,3;"Fechada";1985-01-01;2020-08-31;"Diaria";"Convencional";"-8.05916666 -34.95916666 2009"
"157";2009;"82983";0;365;0;0;365;0;0;365;0;"PETROLINA";"-9.3886111";"-40.52333332";372,54;"Operante";1985-01-01;2024-05-31;"Diaria";"Convencional";"-9.3886111 -40.52333332 2009"
"158";2009;"A301";177;365;48,49;166;365;45,48;166;365;45,48;"RECIFE";"-8.05916666";"-34.95916666";11,3;"Desativada";2004-12-21;2021-11-11;"Diaria";"Automatica";"-8.05916666 -34.95916666 2009"
"159";2009;"A307";9;365;2,47;4;365;1,1;4;365;1,1;"PETROLINA";"-9.38833333";"-40.52333332";372,72;"Operante";2003-02-20;2024-05-31;"Diaria";"Automatica";"-9.38833333 -40.52333332 2009"
"160";2009;"A309";36;365;9,86;34;365;9,32;34;365;9,32;"ARCO VERDE";"-8.4336111";"-37.05555555";683,95;"Operante";2004-11-19;2024-05-31;"Diaria";"Automatica";"-8.4336111 -37.05555555 2009"
"161";2009;"A322";3;365;0,82;1;365;0,27;1;365;0,27;"GARANHUNS";"-8.91083333";"-36.49333333";827,78;"Operante";2007-07-07;2024-05-31;"Diaria";"Automatica";"-8.91083333 -36.49333333 2009"
"162";2009;"A328";2;365;0,55;1;365;0,27;1;365;0,27;"SURUBIM";"-7.83972221";"-35.80111111";421,44;"Operante";2008-03-08;2024-05-31;"Diaria";"Automatica";"-7.83972221 -35.80111111 2009"
"163";2009;"A329";2;365;0,55;1;365;0,27;1;365;0,27;"CABROBO";"-8.50388888";"-39.31527777";342,74;"Operante";2007-09-03;2024-05-31;"Diaria";"Automatica";"-8.50388888 -39.31527777 2009"
"164";2009;"A341";2;365;0,55;2;365;0,55;2;365;0,55;"CARUARU";"-8.36527777";"-36.02833332";852;"Operante";2007-11-20;2024-05-31;"Diaria";"Automatica";"-8.36527777 -36.02833332 2009"
"165";2009;"A349";2;365;0,55;1;365;0,27;1;365;0,27;"IBIMIRIM";"-8.50944444";"-37.71166666";434,23;"Pane";2008-10-13;2024-05-31;"Diaria";"Automatica";"-8.50944444 -37.71166666 2009"
"166";2009;"A350";37;365;10,14;3;365;0,82;3;365;0,82;"SERRA TALHADA";"-7.95416666";"-38.29499999";499,02;"Operante";2008-07-08;2024-05-31;"Diaria";"Automatica";"-7.95416666 -38.29499999 2009"
"167";2009;"A351";3;365;0,82;1;365;0,27;1;365;0,27;"FLORESTA";"-8.59888888";"-38.58416666";327,42;"Operante";2008-09-14;2024-05-31;"Diaria";"Automatica";"-8.59888888 -38.58416666 2009"
"168";2009;"A357";2;365;0,55;1;365;0,27;1;365;0,27;"PALMARES";"-8.66666666";"-35.56805554";164,01;"Operante";2008-09-03;2024-05-31;"Diaria";"Automatica";"-8.66666666 -35.56805554 2009"
"169";2010;"82753";0;365;0;0;365;0;0;365;0;"OURICURI";"-7.87944443";"-40.09194444";462,01;"Operante";1985-01-01;2024-05-31;"Diaria";"Convencional";"-7.87944443 -40.09194444 2010"
"170";2010;"82781";365;365;100;365;365;100;365;365;100;"NAZARE DA MATA";"-7.73";"-35.25";87;"Desativada";1985-01-01;2024-05-31;"Diaria";"Convencional";"-7.73 -35.25 2010"
"171";2010;"82789";0;365;0;0;365;0;0;365;0;"TRIUNFO";"-7.82972221";"-38.12222221";1105;"Fechada";1985-01-01;2018-03-28;"Diaria";"Convencional";"-7.82972221 -38.12222221 2010"
"172";2010;"82797";0;365;0;1;365;0,27;1;365;0,27;"SURUBIM";"-7.839628";"-35.801056";421,44;"Operante";1985-01-01;2024-05-31;"Diaria";"Convencional";"-7.839628 -35.801056 2010"
"173";2010;"82799";365;365;100;365;365;100;365;365;100;"GOIANA";"-7.55";"-34.98";11;"Desativada";1985-01-01;2024-05-31;"Diaria";"Convencional";"-7.55 -34.98 2010"
"174";2010;"82886";172;365;47,12;172;365;47,12;172;365;47,12;"CABROBO";"-8.50388888";"-39.31527777";342,78;"Operante";1985-01-01;2024-05-31;"Diaria";"Convencional";"-8.50388888 -39.31527777 2010"
"175";2010;"82890";30;365;8,22;30;365;8,22;30;365;8,22;"ARCO VERDE";"-8.4336111";"-37.05527777";683,91;"Operante";1985-01-01;2024-05-31;"Diaria";"Convencional";"-8.4336111 -37.05527777 2010"
"176";2010;"82892";20;365;5,48;20;365;5,48;20;365;5,48;"PESQUEIRA";"-8.370701";"-36.707812";643,38;"Desativada";1985-01-01;2015-11-18;"Diaria";"Convencional";"-8.370701 -36.707812 2010"
"177";2010;"82893";3;365;0,82;354;365;96,99;354;365;96,99;"GARANHUNS";"-8.91083333";"-36.49333333";827,78;"Fechada";1985-01-01;2022-11-11;"Diaria";"Convencional";"-8.91083333 -36.49333333 2010"
"178";2010;"82897";365;365;100;365;365;100;365;365;100;"TAPACURA";"-8.17";"-35.18";102;"Desativada";1985-01-01;2024-05-31;"Diaria";"Convencional";"-8.17 -35.18 2010"
"179";2010;"82898";365;365;100;365;365;100;365;365;100;"OLINDA";"-8.02";"-34.85";55;"Desativada";1985-01-01;2024-05-31;"Diaria";"Convencional";"-8.02 -34.85 2010"
"180";2010;"82900";0;365;0;5;365;1,37;5;365;1,37;"RECIFE (CURADO)";"-8.05916666";"-34.95916666";11,3;"Fechada";1985-01-01;2020-08-31;"Diaria";"Convencional";"-8.05916666 -34.95916666 2010"
"181";2010;"82983";0;365;0;1;365;0,27;1;365;0,27;"PETROLINA";"-9.3886111";"-40.52333332";372,54;"Operante";1985-01-01;2024-05-31;"Diaria";"Convencional";"-9.3886111 -40.52333332 2010"
"182";2010;"A301";6;365;1,64;2;365;0,55;2;365;0,55;"RECIFE";"-8.05916666";"-34.95916666";11,3;"Desativada";2004-12-21;2021-11-11;"Diaria";"Automatica";"-8.05916666 -34.95916666 2010"
"183";2010;"A307";128;365;35,07;127;365;34,79;127;365;34,79;"PETROLINA";"-9.38833333";"-40.52333332";372,72;"Operante";2003-02-20;2024-05-31;"Diaria";"Automatica";"-9.38833333 -40.52333332 2010"
"184";2010;"A309";98;365;26,85;84;365;23,01;84;365;23,01;"ARCO VERDE";"-8.4336111";"-37.05555555";683,95;"Operante";2004-11-19;2024-05-31;"Diaria";"Automatica";"-8.4336111 -37.05555555 2010"
"185";2010;"A322";1;365;0,27;0;365;0;0;365;0;"GARANHUNS";"-8.91083333";"-36.49333333";827,78;"Operante";2007-07-07;2024-05-31;"Diaria";"Automatica";"-8.91083333 -36.49333333 2010"
"186";2010;"A328";0;365;0;0;365;0;0;365;0;"SURUBIM";"-7.83972221";"-35.80111111";421,44;"Operante";2008-03-08;2024-05-31;"Diaria";"Automatica";"-7.83972221 -35.80111111 2010"
"187";2010;"A329";1;365;0,27;0;365;0;0;365;0;"CABROBO";"-8.50388888";"-39.31527777";342,74;"Operante";2007-09-03;2024-05-31;"Diaria";"Automatica";"-8.50388888 -39.31527777 2010"
"188";2010;"A341";2;365;0,55;0;365;0;0;365;0;"CARUARU";"-8.36527777";"-36.02833332";852;"Operante";2007-11-20;2024-05-31;"Diaria";"Automatica";"-8.36527777 -36.02833332 2010"
"189";2010;"A349";1;365;0,27;0;365;0;0;365;0;"IBIMIRIM";"-8.50944444";"-37.71166666";434,23;"Pane";2008-10-13;2024-05-31;"Diaria";"Automatica";"-8.50944444 -37.71166666 2010"
"190";2010;"A350";75;365;20,55;46;365;12,6;46;365;12,6;"SERRA TALHADA";"-7.95416666";"-38.29499999";499,02;"Operante";2008-07-08;2024-05-31;"Diaria";"Automatica";"-7.95416666 -38.29499999 2010"
"191";2010;"A351";126;365;34,52;124;365;33,97;124;365;33,97;"FLORESTA";"-8.59888888";"-38.58416666";327,42;"Operante";2008-09-14;2024-05-31;"Diaria";"Automatica";"-8.59888888 -38.58416666 2010"
"192";2010;"A357";1;365;0,27;0;365;0;0;365;0;"PALMARES";"-8.66666666";"-35.56805554";164,01;"Operante";2008-09-03;2024-05-31;"Diaria";"Automatica";"-8.66666666 -35.56805554 2010"
"193";2010;"A366";7;144;4,86;7;144;4,86;7;144;4,86;"OURICURI";"-7.88583333";"-40.10277777";457,85;"Operante";2010-08-10;2024-05-31;"Diaria";"Automatica";"-7.88583333 -40.10277777 2010"
"194";2011;"82753";0;365;0;0;365;0;0;365;0;"OURICURI";"-7.87944443";"-40.09194444";462,01;"Operante";1985-01-01;2024-05-31;"Diaria";"Convencional";"-7.87944443 -40.09194444 2011"
"195";2011;"82781";365;365;100;365;365;100;365;365;100;"NAZARE DA MATA";"-7.73";"-35.25";87;"Desativada";1985-01-01;2024-05-31;"Diaria";"Convencional";"-7.73 -35.25 2011"
"196";2011;"82789";0;365;0;0;365;0;0;365;0;"TRIUNFO";"-7.82972221";"-38.12222221";1105;"Fechada";1985-01-01;2018-03-28;"Diaria";"Convencional";"-7.82972221 -38.12222221 2011"
"197";2011;"82797";1;365;0,27;0;365;0;0;365;0;"SURUBIM";"-7.839628";"-35.801056";421,44;"Operante";1985-01-01;2024-05-31;"Diaria";"Convencional";"-7.839628 -35.801056 2011"
"198";2011;"82799";365;365;100;365;365;100;365;365;100;"GOIANA";"-7.55";"-34.98";11;"Desativada";1985-01-01;2024-05-31;"Diaria";"Convencional";"-7.55 -34.98 2011"
"199";2011;"82886";0;365;0;0;365;0;0;365;0;"CABROBO";"-8.50388888";"-39.31527777";342,78;"Operante";1985-01-01;2024-05-31;"Diaria";"Convencional";"-8.50388888 -39.31527777 2011"
"200";2011;"82890";30;365;8,22;30;365;8,22;30;365;8,22;"ARCO VERDE";"-8.4336111";"-37.05527777";683,91;"Operante";1985-01-01;2024-05-31;"Diaria";"Convencional";"-8.4336111 -37.05527777 2011"
"201";2011;"82892";20;365;5,48;20;365;5,48;20;365;5,48;"PESQUEIRA";"-8.370701";"-36.707812";643,38;"Desativada";1985-01-01;2015-11-18;"Diaria";"Convencional";"-8.370701 -36.707812 2011"
"202";2011;"82893";20;365;5,48;365;365;100;365;365;100;"GARANHUNS";"-8.91083333";"-36.49333333";827,78;"Fechada";1985-01-01;2022-11-11;"Diaria";"Convencional";"-8.91083333 -36.49333333 2011"
"203";2011;"82897";365;365;100;365;365;100;365;365;100;"TAPACURA";"-8.17";"-35.18";102;"Desativada";1985-01-01;2024-05-31;"Diaria";"Convencional";"-8.17 -35.18 2011"
"204";2011;"82898";365;365;100;365;365;100;365;365;100;"OLINDA";"-8.02";"-34.85";55;"Desativada";1985-01-01;2024-05-31;"Diaria";"Convencional";"-8.02 -34.85 2011"
"205";2011;"82900";0;365;0;0;365;0;0;365;0;"RECIFE (CURADO)";"-8.05916666";"-34.95916666";11,3;"Fechada";1985-01-01;2020-08-31;"Diaria";"Convencional";"-8.05916666 -34.95916666 2011"
"206";2011;"82983";1;365;0,27;0;365;0;0;365;0;"PETROLINA";"-9.3886111";"-40.52333332";372,54;"Operante";1985-01-01;2024-05-31;"Diaria";"Convencional";"-9.3886111 -40.52333332 2011"
"207";2011;"A301";13;365;3,56;0;365;0;0;365;0;"RECIFE";"-8.05916666";"-34.95916666";11,3;"Desativada";2004-12-21;2021-11-11;"Diaria";"Automatica";"-8.05916666 -34.95916666 2011"
"208";2011;"A307";3;365;0,82;1;365;0,27;1;365;0,27;"PETROLINA";"-9.38833333";"-40.52333332";372,72;"Operante";2003-02-20;2024-05-31;"Diaria";"Automatica";"-9.38833333 -40.52333332 2011"
"209";2011;"A309";37;365;10,14;17;365;4,66;17;365;4,66;"ARCO VERDE";"-8.4336111";"-37.05555555";683,95;"Operante";2004-11-19;2024-05-31;"Diaria";"Automatica";"-8.4336111 -37.05555555 2011"
"210";2011;"A322";50;365;13,7;2;365;0,55;2;365;0,55;"GARANHUNS";"-8.91083333";"-36.49333333";827,78;"Operante";2007-07-07;2024-05-31;"Diaria";"Automatica";"-8.91083333 -36.49333333 2011"
